Product_ID,productAsin,country,Column2,date,Year,isVerified,Review_ID,ratingScore,reviewTitle,Most Pop. Review Words,Count of  Pop. Review Words2,reviewDescription,reviewUrl,reviewedIn,variant,2,l,
708,B09P82T3PZ,Japan,May-24,5/1/2024,2024,TRUE,708,2,"battery,,,",,,"There were no noticeable scratches or stains on the phone itself, but the battery was at 86%. I was super disappointed.","https://www.amazon.co.jp/gp/customer-reviews/R6LLE6VJ3ASW9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 13, 128 GB Starlight","Reviewed in Japan on January 5, 2024",Size, 128GBColor, starlight,
709,B09P82T3PZ,Japan,Jun-24,28-06-2024,2024,TRUE,709,1,worst,,,"80% battery is too low! What does ""very good"" mean? I don't want to give it even one star!!","https://www.amazon.co.jp/gp/customer-reviews/R3IAUSKHMQDASM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 13, 128 GB Starlight","Reviewed in Japan on June 28, 2024",Size, 128GBColor, starlight,
710,B09P82T3PZ,Japan,Jun-24,6/2/2024,2024,TRUE,710,5,The battery was 100%,,,"It came with a SIM pin and a charger cable. I'm not sure if it's genuine. There's not a single scratch on it, and the battery is 100%. I'm very happy with it.","https://www.amazon.co.jp/gp/customer-reviews/R18B826Y45HISX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 13, 128 GB Starlight","Reviewed in Japan on February 6, 2024",Size, 128GBColor, starlight,
711,B09P82T3PZ,Japan,May-24,28-05-2024,2024,TRUE,711,1,worst,,,"It was written that it was in very good condition, so I bought it without any doubts, but I was surprised when I received it. The screen was floating. It's not like you can push it back. It's definitely not usable. I'm glad I noticed it right away. I returned it immediately. I'm so glad I didn't accidentally turn it on. I can't believe they inspected it and sent it out. I didn't want to give it even one star, but I had no choice because I couldn't move forward without pressing it.","https://www.amazon.co.jp/gp/customer-reviews/R2A3AVJ5PJ726Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 13, 128 GB Starlight","Reviewed in Japan on May 28, 2024",Size, 128GBColor, starlight,
712,B09P82T3PZ,Japan,Feb-24,2/1/2024,2024,TRUE,712,5,It was good that there were no scratches.,,,There were no scratches and it was very good. I am very satisfied.,"https://www.amazon.co.jp/gp/customer-reviews/R1L25WR28IDGA1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 13, 128 GB Starlight","Reviewed in Japan on January 2, 2024",Size, 128GBColor, starlight,
713,B09P82T3PZ,Japan,Dec-23,18-12-2023,2023,TRUE,713,5,I am very satisfied,,,"I was a bit worried when it arrived, but it was in very good condition and the battery was at 97%. I would like to use it again if I have the opportunity.","https://www.amazon.co.jp/gp/customer-reviews/R12QPIZXXM4K2K/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 13, 128 GB Starlight","Reviewed in Japan on December 18, 2023",Size, 128GBColor, starlight,
714,B09P82T3PZ,Japan,Dec-23,20-12-2023,2023,TRUE,714,5,Very satisfied!,,,The item arrived in very good condition and I am very happy.,"https://www.amazon.co.jp/gp/customer-reviews/R13PQ9D18FNK90/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 13, 128 GB Starlight","Reviewed in Japan on December 20, 2023",Size, 128GBColor, starlight,
715,B09P82T3PZ,Japan,Oct-23,25-10-2023,2023,TRUE,715,5,I'm glad it arrived quickly,,,It's in very good condition and I really like it. I'll take good care of it.,"https://www.amazon.co.jp/gp/customer-reviews/RDG7UVYFO5SDA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 13, 128 GB Starlight","Reviewed in Japan on October 25, 2023",Size, 128GBColor, starlight,
716,B09P82T3PZ,Japan,Jun-23,6/6/2023,2023,TRUE,716,2,Maximum battery capacity is 94% of its original capacity,,,"The iPhone itself is in good condition, but the maximum capacity of the battery is only 94% of what it was when it was new. Is this normal for a refurbished product?","https://www.amazon.co.jp/gp/customer-reviews/R3DUFF859THPJ3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 13, 128 GB Starlight","Reviewed in Japan on June 6, 2023",Size, 128GBColor, starlight,
717,B09P82T3PZ,Japan,Oct-23,18-10-2023,2023,TRUE,717,1,For people who don't really care about the appearance of their iPhone,,,"It arrived today. The glass isn't broken, but there are many scratches. It was a purchase that I wasn't excited about, even though it cost over 100,000 yen. I guess this is what used items are like. I've decided that when I trade it in, I'll send it off in good condition. I recommend it to people who don't plan on using it for a long time. I'll definitely buy from Apple next time.","https://www.amazon.co.jp/gp/customer-reviews/RAVU6AEEJOGFT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 13, 128 GB Starlight","Reviewed in Japan on October 18, 2023",Size, 128GBColor, starlight,
718,B09P82T3PZ,Japan,Dec-24,12/5/2024,2024,TRUE,718,2,It was beautiful,,,I'm sad that my battery is only at 82%.,"https://www.amazon.co.jp/gp/customer-reviews/RBWEE51KSE5E2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 13, 128 GB Starlight","Reviewed in Japan on May 12, 2024",Size, 128GBColor, starlight,
719,B09P82T3PZ,Japan,May-24,28-05-2024,2024,TRUE,719,5,The battery was 100%!,,,It was like new and the charging cable was brand new in its case too. I'm very happy.,"https://www.amazon.co.jp/gp/customer-reviews/R193ODKOOKE19F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 13, 128 GB Starlight","Reviewed in Japan on May 28, 2024",Size, 128GBColor, starlight,
720,B09P82T3PZ,Japan,Dec-23,18-12-2023,2023,TRUE,720,4,"No scratches, beautiful",,,It will take some time to get used to purchasing when switching from an Android smartphone.,"https://www.amazon.co.jp/gp/customer-reviews/RX5FA3ERSBYN0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 13, 128 GB Starlight","Reviewed in Japan on December 18, 2023",Size, 128GBColor, starlight,
721,B09P82T3PZ,Japan,Apr-24,19-04-2024,2024,TRUE,721,5,I took the plunge and bought it. It was great.,,,"It was my first time purchasing a refurbished product. There were many stores selling it, and after much deliberation and reading through reviews, I researched and researched company information, and finally decided to make a purchase from your company. It was a beautiful iPhone, like new, with 95% battery, so I was very satisfied with my purchase! Thank you very much. I would like to buy from your company again the next time I need to replace my phone, and would recommend you to anyone who is considering purchasing one. Thank you very much!","https://www.amazon.co.jp/gp/customer-reviews/R38U7ZRTWJ4J2I/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 13, 128 GB Starlight","Reviewed in Japan on April 19, 2024",Size, 128GBColor, starlight,
722,B09P82T3PZ,Japan,Mar-24,23-03-2024,2024,TRUE,722,5,Battery level 90%,,,"upgraded from the SE 2nd generation and purchased the ""Very Good"" condition. There were no scratches to the naked eye (at a distance of about 15 cm), the screen was not yellowed, and it looked quite clean. The battery was exactly 90%, but the condition for a refurbished product is over 80%, so I think it's reasonable considering the price. It was on sale for 79,800 yen and there were points increased, so it felt like a good deal. It's been two weeks since I started using it, just like the old model, and there are no particular bugs. The camera works without any problems. I'm impressed with the night mode. I feel that the image quality, sound quality, and battery life are much better than the SE 2nd generation, and I'm satisfied. By the way, I'm using the accessories I already had and haven't used any of the ones that were included. Maybe I didn't need them.","https://www.amazon.co.jp/gp/customer-reviews/R2DM5F0EKAJ8QM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 13, 128 GB Starlight","Reviewed in Japan on March 23, 2024",Size, 128GBColor, starlight,
723,B09P82T3PZ,Japan,Apr-24,19-04-2024,2024,TRUE,723,5,Good value for money,,,Best value for money,"https://www.amazon.co.jp/gp/customer-reviews/R2IYMYEUR147GW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 13, 128 GB Starlight","Reviewed in Japan on April 19, 2024",Size, 128GBColor, starlight,
724,B09P82T3PZ,Japan,Aug-24,20-08-2024,2024,TRUE,724,1,Shock. The SIM card cannot be recognized. No refunds.,,,"It had a nice appearance. However, when I put the SIM in, the communication was unstable and I couldn't use it. I went to an Aeon Mobile store thinking that the SIM might be bad, but it was fine. When I contacted Apple, they said that the iPhone itself was defective. I can't return it, so I'm just sad that it's so expensive. I'm currently contacting them because I want them to at least exchange it. I'll write about what happened after that.","https://www.amazon.co.jp/gp/customer-reviews/R3N8TK8RE3NV2Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 13, 128 GB Starlight","Reviewed in Japan on August 20, 2024",Size, 128GBColor, starlight,
725,B09P82T3PZ,Japan,Aug-24,8/3/2024,2024,TRUE,725,5,I am very satisfied!,,,"I am very satisfied with the iPhone I received, with 92% battery and no scratches. I think I will be fine with buying second-hand products from now on. I plan to continue using your service in the future!","https://www.amazon.co.jp/gp/customer-reviews/R159SPDLYD6JHC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 13, 128 GB Starlight","Reviewed in Japan on March 8, 2024",Size, 128GBColor, starlight,
726,B09P82T3PZ,Japan,Jul-24,13-07-2024,2024,TRUE,726,1,Battery capacity 82%,,,"Someone showed up with 86% battery life, but mine was 82%. I'd need to replace the battery right away (cry). The sticker on the cardboard box said it was in good condition... Please tell me what's good about it.","https://www.amazon.co.jp/gp/customer-reviews/R1YAIFUOAHE4IT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 13, 128 GB Starlight","Reviewed in Japan on July 13, 2024",Size, 128GBColor, starlight,
727,B09P82T3PZ,Japan,Dec-23,28-12-2023,2023,TRUE,727,2,Battery wear,,,The battery was surprisingly worn out. Is that normal?,"https://www.amazon.co.jp/gp/customer-reviews/R3C4LWPVVJOBJS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 13, 128 GB Starlight","Reviewed in Japan on December 28, 2023",Size, 128GBColor, starlight,
728,B09P82T3PZ,Japan,Jul-24,7/2/2024,2024,TRUE,728,4,No problem with operation,,,"There were some scratches that were not shown in the pictures or details, but it still works fine and I am using it.",https://www.amazon.co.jp/gp/customer-reviews/R3UWASS0GSE81T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82GYVF,"Reviewed in Japan on February 7, 2024",Size, 128GBColor, Midnight,
729,B09P82T3PZ,Japan,Feb-24,2/2/2024,2024,TRUE,729,3,Battery health and charging,,,"The battery status of the device was 83%. If it wasn't at least 90% or more, it wouldn't be called ""Refurbished - Excellent"" as stated in the product description. I will never buy a refurbished product again.",https://www.amazon.co.jp/gp/customer-reviews/R3D7YXXIW00N4P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82GYVF,"Reviewed in Japan on February 2, 2024",Size, 128GBColor, Midnight,
730,B09P82T3PZ,Japan,Jan-24,1/2/2024,2024,TRUE,730,4,beautiful!,,,"It arrived in great condition! No malfunctions! However, it's not black, but maybe it's just because I didn't do enough research. I thought it was black, but it's more like navy blue. I'll get white next time.",https://www.amazon.co.jp/gp/customer-reviews/R14IPR6BL3WZ2U/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82GYVF,"Reviewed in Japan on February 1, 2024",Size, 128GBColor, Midnight,
731,B09P82T3PZ,Japan,Oct-24,10/5/2024,2024,TRUE,731,2,Fair,,,"The exterior is almost scratch-free, but there are some scratches on the edge of the lens and the Lightning connector. The battery is at 83% so I've lowered the rating. It's been refurbished so this is no good.",https://www.amazon.co.jp/gp/customer-reviews/RA24CB35C4XB3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82GYVF,"Reviewed in Japan on May 10, 2024",Size, 128GBColor, Midnight,
732,B09P82T3PZ,Japan,Feb-23,2/12/2023,2023,TRUE,732,4,It's beautiful,,,I'm happy with it and have no problems. The charge was 86%.,https://www.amazon.co.jp/gp/customer-reviews/R3195I9BIGH8J9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82GYVF,"Reviewed in Japan on December 2, 2023",Size, 128GBColor, Midnight,
733,B09P82T3PZ,Japan,Dec-24,12/5/2024,2024,TRUE,733,5,satisfaction,,,It was a very good product.,https://www.amazon.co.jp/gp/customer-reviews/R2GSHGPH7LDQNS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82GYVF,"Reviewed in Japan on May 12, 2024",Size, 128GBColor, Midnight,
734,B09P82T3PZ,Japan,May-24,5/9/2024,2024,TRUE,734,1,SIM is not responding,,,"bought it here because it was not working properly, but I couldn't use the mobile communication. I had the shop check if the SIM was bad, but they said that the SIM was fine and the problem was with the phone itself. It's very disappointing because I bought something that wasn't cheap. What's more, I couldn't return it or get a refund... It's better not to buy a smartphone here.",https://www.amazon.co.jp/gp/customer-reviews/R1DSRHKHWQHCJB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82GYVF,"Reviewed in Japan on September 5, 2024",Size, 128GBColor, Midnight,
735,B09P82T3PZ,Japan,May-24,5/2/2024,2024,TRUE,735,5,I was worried about the second-hand item,,,"I was very worried because it was second-hand and I saw the low reviews, but it arrived in very good condition. I bought it thinking that as long as the screen was clean, it was fine, and I didn't mind a few scratches. But it was in better condition than I expected. The battery was at 90%. My previous iPhone was totally destroyed, so I needed it urgently, so it was more than enough. The packaging was also very careful. Also, it came with a power outlet charger, which I guess was a service. But it's possible that I got lucky with the gacha, so I buy it at my own risk.",https://www.amazon.co.jp/gp/customer-reviews/R35BCC75OOLXLB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82GYVF,"Reviewed in Japan on February 5, 2024",Size, 128GBColor, Midnight,
736,B09P82T3PZ,Japan,Feb-24,27-02-2024,2024,TRUE,736,5,It was in very good condition.,,,"This was my first time purchasing a refurbished product, so I was a little worried, but the appearance was very beautiful. The battery was at 88%, which was higher than I expected, so I was satisfied with that. The shipment arrived one day early, which was also good. I would like to order from you again if I have the opportunity.",https://www.amazon.co.jp/gp/customer-reviews/R2AP3U9JU7KZA6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82GYVF,"Reviewed in Japan on February 27, 2024",Size, 128GBColor, Midnight,
737,B09P82T3PZ,Japan,Nov-24,11/1/2024,2024,TRUE,737,2,Dirt,,,There was dirt all around the phone,https://www.amazon.co.jp/gp/customer-reviews/R18U1FKRF1TPEP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P82GYVF,"Reviewed in Japan on January 11, 2024",Size, 128GBColor, Midnight,
738,B09P82T3PZ,Japan,Apr-23,15-04-2023,2023,TRUE,738,4,I think it's fine,,,"Upon closer inspection, I found that it was almost brand new, it came with a charger and data cable, and the battery capacity was at 99%. I was a bit surprised.",https://www.amazon.co.jp/gp/customer-reviews/R2VMB26D9MTR6L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P81HWJG,"Reviewed in Japan on April 15, 2023",Size, 128GBColor, blue,
739,B09P82T3PZ,Japan,Aug-23,8/12/2023,2023,TRUE,739,5,In good condition,,,"The battery was at 92%. There are some small scratches on the bottom side, but you can't see them if you cover it, and it's in good condition. I'm very happy with it. I love it.",https://www.amazon.co.jp/gp/customer-reviews/RQ4C6C8D38S5W/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P81HWJG,"Reviewed in Japan on December 8, 2023",Size, 128GBColor, blue,
740,B09P82T3PZ,Japan,Dec-24,12/6/2024,2024,TRUE,740,1,No returns,,,The condition of the product was so bad that I couldn't return it even though I wanted to.,https://www.amazon.co.jp/gp/customer-reviews/R1UIIKIRENPW3Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P81HWJG,"Reviewed in Japan on June 12, 2024",Size, 128GBColor, blue,
741,B09P82T3PZ,Japan,Dec-23,12/11/2023,2023,TRUE,741,5,It was in good condition,,,"There were no scratches on the screen or the body, and it was in good condition. I was also satisfied with the battery capacity, which was 95%. I had read other people's reviews before purchasing, and I wonder if models of this color tend to have a relatively large battery life.",https://www.amazon.co.jp/gp/customer-reviews/R1BI83I9ZQWCQ8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P81HWJG,"Reviewed in Japan on November 12, 2023",Size, 128GBColor, blue,
742,B09P82T3PZ,Japan,Jun-23,19-06-2023,2023,TRUE,742,5,From 8 to 13,,,"I've always bought carriers, but this was the first time I've bought one from Amazon. I was a little worried because it was a refurbished product, but I was impressed that it was in like-new condition. (The box was a bit scratched, but the device itself was fine.) The battery was at 100% capacity (is this a good deal? Or is this normal?). It was the best purchase I've ever made on Amazon (according to my own research).",https://www.amazon.co.jp/gp/customer-reviews/R2Y4SF14XDA3R5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P81HWJG,"Reviewed in Japan on June 19, 2023",Size, 128GBColor, blue,
743,B09P82T3PZ,Japan,Jan-23,1/7/2023,2023,TRUE,743,5,Like new!,,,"I was looking at the reviews and it seemed like a gadget, so I was wondering whether to buy a new one from the Apple Store or from Amazon, but since it's for my daughter who is in high school, I took a gamble and chose this one, which is cheaper than a new one. It arrived quickly, the battery was at 100%, it was in the iPhone box, the charging cord was unused, and it was in almost new condition, so I was right to buy this! My daughter is also very happy because she's upgrading from the X. It's more than enough for a high school student.",https://www.amazon.co.jp/gp/customer-reviews/R17B11RHYV4R20/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P81HWJG,"Reviewed in Japan on July 1, 2023",Size, 128GBColor, blue,
744,B09P82T3PZ,Japan,Jun-23,6/6/2023,2023,TRUE,744,1,There were numerous scratches on the screen,,,"The packaging was carefully wrapped, but when I opened it, there were numerous small scratches on the screen. It seems that they were probably there during shipping. I was looking forward to it, so it was disappointing.",https://www.amazon.co.jp/gp/customer-reviews/RGWYVEP6AVVT8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P81HWJG,"Reviewed in Japan on June 6, 2023",Size, 128GBColor, blue,
745,B09P82T3PZ,Japan,Oct-23,19-10-2023,2023,FALSE,745,1,Be careful with Ecosta's items!,,,"I bought a SIM-free iPhone from Ecosta. However, the usage restrictions on SoftBank were set to ▲ on IME, and it was a situation where usage restrictions could be imposed at any time. When I inquired, IME stated it on the product page. Since the SIM lock has been removed, there is no problem in selling it as a SIM-free, and they said they could not provide a warranty, so they turned me away.",https://www.amazon.co.jp/gp/customer-reviews/RCQXF8UH2PNR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09P81HWJG,"Reviewed in Japan on October 19, 2023",Size, 128GBColor, blue,
746,B09G9J5JZX,United Arab Emirates,Oct-21,22-10-2021,2021,TRUE,746,3,False advertising,,,I ordered the phone with FaceTime but after using the phone i relies it did not come with face time that was very disappointing.,https://www.amazon.ae/gp/customer-reviews/R3K7RK59DOI2G7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G91L347,Reviewed in the United Arab Emirates on 22 October 2021,Size, 512 GBColour, Midnight,
747,B09G9J5JZX,United Arab Emirates,Jul-24,22-07-2024,2024,TRUE,747,4,Working Great,,,"I bought it for my husband as a gift for my husband just love it, he has XR before. Works best like any other iPhone only issue is there are no accessories just a wire only even a Screen protector was not included.overall great product.",https://www.amazon.ae/gp/customer-reviews/R8PJO6W89JGX8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 22 July 2024,Size, 128 GBColour, Blue,
748,B09G9J5JZX,United Arab Emirates,Mar-24,15-03-2024,2024,TRUE,748,5,Authentic 100% TRA unit,,,I purchased this on 15th Mar 2024. I received it and it was sold by iStyle authorized apple seller. The unit I received was genuine TRA unit brand new sealed box. Thanks amazon and iStyle for delivering an excellent online shopping experience.,https://www.amazon.ae/gp/customer-reviews/R50M868J4XDCF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 15 March 2024,Size, 128 GBColour, Blue,
749,B09G9J5JZX,United Arab Emirates,Mar-24,30-03-2024,2024,TRUE,749,5,Excellent,,,Liked very much,https://www.amazon.ae/gp/customer-reviews/R25XUBFF60N27N/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 30 March 2024,Size, 128 GBColour, Blue,
750,B09G9J5JZX,United Arab Emirates,Dec-23,20-12-2023,2023,TRUE,750,4,Good,,,As per the expectation,https://www.amazon.ae/gp/customer-reviews/RGXX9SRMWE6YM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 20 December 2023,Size, 128 GBColour, Blue,
751,B09G9J5JZX,United Arab Emirates,May-23,24-05-2023,2023,TRUE,751,4,PRODUCT IS PERFECT / DELIVERY PACKAGE IS NOT GOOD,,,THE PRODUCT IS VERY GOOD AND PERFECTBUT THE PACKAGING THE AMAZONE BOX IS LITTLE BIG AND PHONE IS MOVING AND JURKING WHEN THEY DELIVERY TIME.IT SHOULD PACKING PERFECTLY WITHOUT MOVING THE MOBILE.MAYB SOME DAMAGE INCASE.I DONT KNW IF ANY ISSUE FOR MY DEVICE AFTER FEW DAYS,https://www.amazon.ae/gp/customer-reviews/R2FMZPAI2866CK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 24 May 2023,Size, 128 GBColour, Blue,
752,B09G9J5JZX,United Arab Emirates,Dec-23,30-12-2023,2023,TRUE,752,5,HAPPY TO GET IT,,,Received in good packaging and condition. cant say any thing bad as this phone working perfectly as it should be.,https://www.amazon.ae/gp/customer-reviews/RK9GO7XH4I6TB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 30 December 2023,Size, 128 GBColour, Blue,
753,B09G9J5JZX,United Arab Emirates,Feb-24,19-02-2024,2024,TRUE,753,5,I,,,Good product,https://www.amazon.ae/gp/customer-reviews/R3Q7SDXK3NU0ZO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 19 February 2024,Size, 128 GBColour, Blue,
754,B09G9J5JZX,United Arab Emirates,Nov-24,11/1/2024,2024,TRUE,754,5,Perfect,,,Perfect buying I ever had,https://www.amazon.ae/gp/customer-reviews/R1D1IL2ZMLOXCG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 11 January 2024,Size, 128 GBColour, Blue,
755,B09G9J5JZX,United Arab Emirates,Aug-23,8/10/2023,2023,TRUE,755,5,Five stars,,,The phone was in perfect condition and suited me very well . The delivery was smooth . The phone was ideal for me,https://www.amazon.ae/gp/customer-reviews/R1O6U6WCX6PZ7Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 8 October 2023,Size, 128 GBColour, Blue,
756,B09G9J5JZX,United Arab Emirates,Nov-23,11/4/2023,2023,TRUE,756,4,Old but gold.,,,"Fast delivery, without any troubles.Good price for 1-year-old product. Most valuable colour with combination of protective case.",https://www.amazon.ae/gp/customer-reviews/R3PEJRUXOISJCS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 11 April 2023,Size, 128 GBColour, Blue,
757,B09G9J5JZX,United Arab Emirates,May-23,14-05-2023,2023,TRUE,757,5,Good,,,Good Product. delivered same day.thanks,https://www.amazon.ae/gp/customer-reviews/R3MZOVNH2ZZWYG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9G1TTR,Reviewed in the United Arab Emirates on 14 May 2023,Size, 128 GBColour, Red,
758,B09G9J5JZX,United Arab Emirates,Nov-22,26-11-2022,2022,TRUE,758,5,Great phone,,,Great product. Got it delivered well ahead of time. No complaints so far!,https://www.amazon.ae/gp/customer-reviews/R1096GR4AT9H98/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9G1TTR,Reviewed in the United Arab Emirates on 26 November 2022,Size, 128 GBColour, Red,
759,B09G9J5JZX,United Arab Emirates,Aug-22,14-08-2022,2022,TRUE,759,3,Very short Apple Care left.,,,Phone box still original seals and protection fitted but there was only 61 days left of Apple Care. Not impressed.,https://www.amazon.ae/gp/customer-reviews/R3V0FUPHS9J3OZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9G1TTR,Reviewed in the United Arab Emirates on 14 August 2022,Size, 128 GBColour, Red,
760,B09G9J5JZX,United Arab Emirates,Oct-21,31-10-2021,2021,TRUE,760,1,Box is open and original sealed is open too,,,I just received my order iphone 13 product res. But why the box is open??? The original seal is cut? Why?,https://www.amazon.ae/gp/customer-reviews/R34CEJAPSXY1R6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9G1TTR,Reviewed in the United Arab Emirates on 31 October 2021,Size, 128 GBColour, Red,
761,B09G9J5JZX,United Arab Emirates,Mar-23,3/10/2023,2023,TRUE,761,4,As Advertised,,,Good product.,https://www.amazon.ae/gp/customer-reviews/R2CS4JA1R9IWVZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9G5D68,Reviewed in the United Arab Emirates on 3 October 2023,Size, 256 GBColour, Red,
762,B09G9J5JZX,United Arab Emirates,Apr-23,4/4/2023,2023,TRUE,762,4,Good 👍🏻,,,Good 👍🏻,https://www.amazon.ae/gp/customer-reviews/R2D8EU8E2O52YE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9G5D68,Reviewed in the United Arab Emirates on 4 April 2023,Size, 256 GBColour, Red,
763,B09G9J5JZX,United Arab Emirates,Dec-21,20-12-2021,2021,TRUE,763,2,Battery is not long lasting,,,"I bought this phone yesterday, facing issues like its getting heat while speaking and battery is not long lasting as i experienced until now. camera quality is good as other iphones.",https://www.amazon.ae/gp/customer-reviews/R3U44RNISYPVK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9G5D68,Reviewed in the United Arab Emirates on 20 December 2021,Size, 256 GBColour, Red,
764,B09G9J5JZX,United Arab Emirates,Feb-22,2/2/2022,2022,TRUE,764,1,Warranty Issue,,,Hi I received the item and found that the warranty is only for 8 months ! How is this possible ? It should be 12 month.... @amazon team FBA can you check with the Apple and get back ASAP?,https://www.amazon.ae/gp/customer-reviews/R2FO4EAWXB6GPT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9G5D68,Reviewed in the United Arab Emirates on 2 February 2022,Size, 256 GBColour, Red,
765,B09G9J5JZX,United Arab Emirates,Oct-21,10/12/2021,2021,FALSE,765,4,great phone,,,not worth it though,https://www.amazon.ae/gp/customer-reviews/R3I3MI8ADF5205/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9G5D68,Reviewed in the United Arab Emirates on 10 December 2021,Size, 256 GBColour, Red,
766,B09G9J5JZX,United Arab Emirates,Mar-24,27-03-2024,2024,TRUE,766,5,Excellent.,,,Best.,https://www.amazon.ae/gp/customer-reviews/R23SD5ONH1SZA3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G94PDVL,Reviewed in the United Arab Emirates on 27 March 2024,Size, 512 GBColour, Red,
